id,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status
3133,33,121000,MORTGAGE,17.0,PERSONAL,A,4000,7.51,0.03,N,8,0
3134,24,48000,RENT,0.0,MEDICAL,B,5000,10.25,0.1,N,3,0
3135,33,36000,MORTGAGE,6.0,MEDICAL,E,6000,15.68,0.17,Y,9,0
3136,29,84000,MORTGAGE,13.0,VENTURE,A,20000,6.54,0.24,N,9,0
3137,23,78000,MORTGAGE,3.0,EDUCATION,B,14000,10.99,0.18,N,4,0
3138,37,48500,RENT,0.0,DEBTCONSOLIDATION,A,5000,8.49,0.1,N,12,0
3139,22,43200,RENT,0.0,EDUCATION,C,3000,13.48,0.07,Y,2,0
3140,26,60000,RENT,0.0,HOMEIMPROVEMENT,C,4200,14.26,0.07,Y,3,0
3141,39,37404,RENT,1.0,HOMEIMPROVEMENT,A,6000,5.42,0.16,N,14,1
3142,28,70000,RENT,2.0,MEDICAL,C,5000,13.49,0.07,Y,9,0
3143,21,40000,OWN,0.0,VENTURE,A,2500,7.14,0.06,N,3,0
3144,26,24000,RENT,0.0,EDUCATION,A,2000,7.37,0.08,N,4,0
3145,25,75000,MORTGAGE,9.0,HOMEIMPROVEMENT,B,7000,11.49,0.09,N,4,0
3146,35,38000,MORTGAGE,14.0,PERSONAL,A,5000,8.94,0.13,N,9,0
3147,32,48000,RENT,3.0,DEBTCONSOLIDATION,C,5000,13.49,0.1,Y,7,0
3148,23,55000,MORTGAGE,2.0,VENTURE,B,10000,10.36,0.18,N,3,0
3149,58,57600,MORTGAGE,4.0,PERSONAL,A,8500,7.14,0.15,N,18,0
3150,48,60000,MORTGAGE,18.0,DEBTCONSOLIDATION,A,2500,7.29,0.04,N,11,0
3151,40,75000,MORTGAGE,0.0,HOMEIMPROVEMENT,A,15000,8.94,0.2,N,17,0
3152,29,50000,RENT,7.0,DEBTCONSOLIDATION,A,4000,7.29,0.08,N,5,0
3153,25,100000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,3000,7.9,0.03,N,3,0
3154,24,50000,MORTGAGE,8.0,VENTURE,B,8000,11.12,0.16,N,4,0
3155,22,73000,RENT,6.0,DEBTCONSOLIDATION,D,7000,16.29,0.1,Y,2,1
3156,22,33276,RENT,4.0,EDUCATION,A,6000,7.74,0.19,N,3,0
3157,28,60000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,5100,13.72,0.09,N,5,0
3158,23,58000,MORTGAGE,1.0,DEBTCONSOLIDATION,B,4000,10.74,0.07,N,4,0
3159,36,35004,RENT,4.0,MEDICAL,C,11400,12.98,0.3,Y,13,0
3160,23,110000,MORTGAGE,7.0,EDUCATION,C,18000,14.65,0.16,Y,2,0
3161,29,40000,MORTGAGE,14.0,VENTURE,A,1500,9.63,0.04,N,8,0
3162,24,40000,RENT,3.0,EDUCATION,B,1000,10.59,0.03,N,2,0
3163,23,75000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,5000,6.03,0.07,N,4,0
3164,28,70000,MORTGAGE,7.0,HOMEIMPROVEMENT,A,10500,6.62,0.15,N,5,0
3165,22,31200,RENT,0.0,PERSONAL,C,7500,13.47,0.24,Y,3,0
3166,26,70000,RENT,0.0,PERSONAL,A,6725,6.62,0.1,N,4,0
3167,23,79000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,7000,6.76,0.09,N,4,0
3168,24,72000,MORTGAGE,8.0,DEBTCONSOLIDATION,B,5000,10.99,0.07,N,4,0
3169,39,29004,RENT,5.0,MEDICAL,E,10000,16.4,0.34,N,16,1
3170,26,40000,MORTGAGE,7.0,VENTURE,A,11200,7.88,0.28,N,3,0
3171,27,80000,RENT,0.0,PERSONAL,B,4000,11.83,0.05,N,5,0
3172,30,80000,OWN,3.0,EDUCATION,C,8000,13.92,0.1,N,6,0
3173,26,70000,MORTGAGE,9.0,EDUCATION,A,5000,7.51,0.07,N,2,0
3174,28,55000,RENT,4.0,MEDICAL,A,6400,9.32,0.12,N,6,0
3175,26,105000,MORTGAGE,10.0,HOMEIMPROVEMENT,A,10000,7.51,0.1,N,2,0
3176,25,75000,MORTGAGE,9.0,PERSONAL,A,4000,7.49,0.05,N,3,0
3177,26,63189,MORTGAGE,6.0,DEBTCONSOLIDATION,A,4000,5.42,0.06,N,2,0
3178,32,60000,MORTGAGE,4.0,PERSONAL,C,4000,13.99,0.07,Y,10,0
3179,36,47300,MORTGAGE,20.0,EDUCATION,E,4000,17.19,0.09,Y,14,0
3180,26,62000,MORTGAGE,0.0,MEDICAL,C,10000,12.22,0.16,Y,2,0
3181,33,132444,RENT,4.0,EDUCATION,C,2000,12.84,0.02,Y,8,0
3182,22,57000,MORTGAGE,6.0,EDUCATION,B,2500,12.69,0.04,N,3,0
3183,31,200000,MORTGAGE,3.0,HOMEIMPROVEMENT,C,16000,14.72,0.09,Y,10,0
3184,36,27350,MORTGAGE,6.0,PERSONAL,A,2000,6.17,0.07,N,11,0
3185,24,54996,RENT,8.0,PERSONAL,A,10000,9.32,0.18,N,2,0
3186,24,91000,RENT,0.0,DEBTCONSOLIDATION,B,2400,11.49,0.03,N,2,0
3187,38,48996,RENT,6.0,MEDICAL,C,5000,13.79,0.1,N,15,0
3188,30,33000,RENT,14.0,MEDICAL,C,7500,14.72,0.23,N,9,0
3189,21,42000,RENT,5.0,EDUCATION,A,10000,7.51,0.24,N,4,0
3190,27,38000,RENT,3.0,EDUCATION,A,6500,5.42,0.17,N,5,0
3191,29,55000,MORTGAGE,3.0,MEDICAL,A,6500,5.79,0.12,N,10,0
3192,22,86000,OWN,1.0,EDUCATION,B,19750,9.62,0.21,N,3,0
3193,36,38760,RENT,0.0,EDUCATION,A,8000,7.4,0.21,N,17,1
3194,23,36000,RENT,4.0,EDUCATION,B,7000,11.83,0.19,N,3,0
3195,26,30000,RENT,6.0,EDUCATION,B,6500,10.99,0.22,N,3,0
3196,40,210000,RENT,1.0,MEDICAL,B,24000,10.65,0.11,N,15,0
3197,26,57000,MORTGAGE,1.0,HOMEIMPROVEMENT,A,7500,7.49,0.13,N,4,0
3198,28,67000,RENT,4.0,EDUCATION,B,25000,10.99,0.37,N,9,1
3199,22,63000,RENT,3.0,MEDICAL,A,6400,8.94,0.1,N,4,0
3200,24,40000,MORTGAGE,1.0,MEDICAL,B,15000,11.14,0.38,N,3,0
3201,26,29000,RENT,2.0,MEDICAL,B,10000,12.69,0.34,N,2,1
3202,35,85000,RENT,4.0,EDUCATION,C,25000,13.11,0.29,Y,6,0
3203,22,48000,MORTGAGE,6.0,EDUCATION,A,5000,5.79,0.1,N,4,0
3204,22,30000,RENT,0.0,MEDICAL,B,5000,11.49,0.17,N,4,0
3205,24,66348,MORTGAGE,8.0,EDUCATION,C,7000,12.98,0.1,N,4,1
3206,23,60000,MORTGAGE,7.0,VENTURE,B,8000,12.18,0.13,N,3,0
3207,37,67145,MORTGAGE,8.0,DEBTCONSOLIDATION,A,10000,6.92,0.15,N,13,0
3208,26,45996,RENT,2.0,DEBTCONSOLIDATION,B,17600,12.53,0.4,N,4,1
3209,34,120000,MORTGAGE,3.0,HOMEIMPROVEMENT,B,15000,10.99,0.13,N,8,0
3210,23,62000,RENT,5.0,VENTURE,A,3000,7.14,0.05,N,3,0
3211,28,40800,MORTGAGE,5.0,PERSONAL,A,9500,6.76,0.23,N,9,0
3212,28,75000,RENT,12.0,MEDICAL,B,17000,11.26,0.24,N,9,0
3213,42,51319,MORTGAGE,4.0,DEBTCONSOLIDATION,B,20000,10.62,0.39,N,16,0
3214,23,36000,RENT,0.0,MEDICAL,A,5000,6.99,0.14,N,4,0
3215,25,59000,RENT,5.0,HOMEIMPROVEMENT,C,20000,14.17,0.34,Y,3,1
3216,37,54996,RENT,6.0,PERSONAL,B,5000,10.75,0.09,N,16,0
3217,27,55800,MORTGAGE,12.0,PERSONAL,A,6000,7.14,0.11,N,9,0
3218,29,30000,RENT,5.0,VENTURE,B,10000,10.65,0.33,N,9,1
3219,22,70000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,3500,5.42,0.05,N,2,0
3220,31,60000,RENT,5.0,HOMEIMPROVEMENT,B,2000,10.36,0.03,N,5,0
3221,22,20000,RENT,6.0,EDUCATION,A,6000,7.49,0.3,N,4,0
3222,33,39000,OWN,5.0,EDUCATION,B,1000,11.11,0.03,N,9,0
3223,23,45000,RENT,0.0,VENTURE,B,12000,11.36,0.27,N,2,0
3224,25,70000,RENT,9.0,VENTURE,A,12000,7.9,0.17,N,2,0
3225,26,70000,MORTGAGE,7.0,MEDICAL,A,2100,6.39,0.03,N,2,0
3226,34,60000,MORTGAGE,12.0,PERSONAL,C,4500,13.55,0.07,N,6,0
3227,26,150000,MORTGAGE,10.0,DEBTCONSOLIDATION,B,25000,11.12,0.17,N,2,0
3228,32,78000,RENT,2.0,DEBTCONSOLIDATION,E,15000,15.95,0.19,Y,7,1
3229,25,78000,RENT,2.0,VENTURE,D,4000,17.49,0.05,Y,2,1
3230,28,75000,RENT,12.0,HOMEIMPROVEMENT,A,14000,7.49,0.19,N,9,0
3231,49,140000,RENT,4.0,EDUCATION,A,25000,8.49,0.18,N,17,0
3232,24,72000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,5000,8.94,0.07,N,3,0
3233,25,32000,RENT,2.0,DEBTCONSOLIDATION,D,4500,15.05,0.14,N,4,1
3234,31,60000,RENT,0.0,MEDICAL,B,12000,10.99,0.2,N,8,0
3235,24,45000,RENT,4.0,HOMEIMPROVEMENT,D,5000,15.21,0.11,N,3,1
3236,28,40000,MORTGAGE,12.0,EDUCATION,A,7500,8.0,0.19,N,7,0
3237,23,48000,MORTGAGE,0.0,PERSONAL,B,10000,10.95,0.21,N,2,0
3238,27,96000,MORTGAGE,11.0,EDUCATION,A,15000,7.88,0.16,N,9,0
3239,24,56628,MORTGAGE,2.0,MEDICAL,A,12000,8.94,0.21,N,2,0
3240,30,90000,RENT,1.0,MEDICAL,B,6000,10.38,0.07,N,7,0
3241,22,34000,RENT,6.0,PERSONAL,B,10000,10.99,0.29,N,2,1
3242,27,65000,MORTGAGE,7.0,PERSONAL,B,9000,12.69,0.14,N,6,0
3243,26,40000,RENT,0.0,PERSONAL,B,18000,10.65,0.45,N,4,1
3244,23,78000,RENT,7.0,PERSONAL,B,25000,11.71,0.32,N,4,1
3245,28,43000,MORTGAGE,12.0,MEDICAL,C,10000,13.49,0.23,N,8,0
3246,26,92500,RENT,4.0,PERSONAL,A,19000,6.03,0.2,N,4,0
3247,34,60000,RENT,17.0,VENTURE,A,5000,7.9,0.08,N,9,0
3248,28,34800,RENT,0.0,MEDICAL,E,10000,19.03,0.28,Y,9,1
3249,46,69500,MORTGAGE,13.0,VENTURE,A,19400,8.49,0.28,N,14,0
3250,27,90000,MORTGAGE,0.0,HOMEIMPROVEMENT,D,10000,16.0,0.11,Y,8,0
3251,36,65000,MORTGAGE,9.0,PERSONAL,B,15000,10.65,0.23,N,17,0
3252,25,90000,MORTGAGE,5.0,HOMEIMPROVEMENT,A,14400,5.99,0.16,N,3,0
3253,25,130000,MORTGAGE,9.0,EDUCATION,A,10000,7.74,0.08,N,4,0
3254,21,24000,RENT,0.0,DEBTCONSOLIDATION,A,2100,7.88,0.09,N,3,0
3255,22,40000,OWN,6.0,VENTURE,D,4500,16.77,0.11,Y,2,0
3256,23,50000,RENT,4.0,VENTURE,A,7500,8.49,0.15,N,3,0
3257,24,85000,MORTGAGE,8.0,DEBTCONSOLIDATION,B,10500,11.49,0.12,N,4,0
3258,29,63996,MORTGAGE,11.0,EDUCATION,A,8000,8.0,0.12,N,8,0
3259,31,105000,MORTGAGE,11.0,EDUCATION,A,12000,7.88,0.11,N,8,0
3260,22,37200,RENT,5.0,DEBTCONSOLIDATION,A,7000,9.32,0.19,N,2,0
3261,27,75000,OWN,11.0,PERSONAL,A,12000,5.42,0.16,N,6,0
3262,24,50000,MORTGAGE,8.0,PERSONAL,B,10000,9.63,0.2,N,4,0
3263,40,32400,MORTGAGE,12.0,VENTURE,A,7125,7.51,0.23,N,11,0
3264,26,52000,RENT,9.0,HOMEIMPROVEMENT,A,20000,7.49,0.38,N,3,1
3265,29,55000,MORTGAGE,1.0,PERSONAL,B,9500,11.71,0.17,N,7,0
3266,30,170000,MORTGAGE,6.0,MEDICAL,B,20000,11.11,0.12,N,8,0
3267,23,42504,RENT,1.0,VENTURE,E,18250,16.4,0.43,N,2,1
3268,32,42000,RENT,7.0,MEDICAL,C,7600,12.84,0.18,N,6,0
3269,22,79650,RENT,6.0,HOMEIMPROVEMENT,D,17000,14.09,0.22,N,3,1
3270,45,112000,MORTGAGE,7.0,HOMEIMPROVEMENT,B,15000,10.25,0.13,N,17,0
3271,28,52800,RENT,8.0,VENTURE,A,2000,7.29,0.04,N,7,0
3272,29,70000,RENT,3.0,MEDICAL,C,4200,11.97,0.06,N,10,0
3273,23,67000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,10000,10.25,0.15,N,4,0
3274,24,30000,RENT,3.0,DEBTCONSOLIDATION,C,6000,13.48,0.2,Y,4,0
3275,29,60000,RENT,5.0,HOMEIMPROVEMENT,B,13225,12.42,0.22,N,10,0
3276,22,48000,MORTGAGE,0.0,MEDICAL,A,13000,8.9,0.27,N,4,0
3277,25,60000,RENT,1.0,PERSONAL,C,12000,13.22,0.2,N,4,0
3278,23,29000,RENT,5.0,PERSONAL,C,1200,13.57,0.04,N,3,1
3279,38,84996,OWN,4.0,MEDICAL,B,12000,10.95,0.14,N,16,0
3280,24,65000,RENT,7.0,VENTURE,D,10000,15.99,0.15,N,3,0
3281,25,54000,MORTGAGE,2.0,HOMEIMPROVEMENT,C,7500,12.53,0.14,Y,4,1
3282,22,35000,RENT,4.0,MEDICAL,C,5000,13.23,0.14,N,3,0
3283,30,65450,MORTGAGE,12.0,HOMEIMPROVEMENT,A,12000,7.66,0.18,N,8,0
3284,30,96000,MORTGAGE,2.0,HOMEIMPROVEMENT,B,15000,10.99,0.16,N,9,0
3285,24,50000,MORTGAGE,2.0,EDUCATION,A,4000,7.66,0.08,N,2,0
3286,42,36000,RENT,22.0,MEDICAL,D,5400,17.49,0.15,Y,17,1
3287,29,80000,MORTGAGE,3.0,VENTURE,B,12000,12.42,0.15,N,10,0
3288,26,39000,RENT,0.0,VENTURE,B,5000,11.49,0.13,N,2,0
3289,27,39996,RENT,2.0,EDUCATION,D,4000,14.11,0.1,N,8,1
3290,21,50000,MORTGAGE,5.0,PERSONAL,C,5000,13.22,0.1,N,2,0
3291,27,24000,RENT,3.0,MEDICAL,C,1450,14.27,0.06,N,8,0
3292,25,95142,MORTGAGE,9.0,EDUCATION,A,5000,5.42,0.05,N,2,0
3293,26,24000,OWN,2.0,VENTURE,A,8400,8.0,0.35,N,2,0
3294,25,38400,RENT,3.0,MEDICAL,B,10000,10.38,0.26,N,3,0
3295,35,30000,RENT,2.0,DEBTCONSOLIDATION,B,10000,12.42,0.33,N,5,1
3296,22,50000,RENT,0.0,VENTURE,C,14475,12.68,0.29,Y,2,0
3297,37,26004,RENT,1.0,VENTURE,B,5000,9.99,0.19,N,15,0
3298,36,50000,MORTGAGE,8.0,VENTURE,A,8475,6.03,0.17,N,17,0
3299,22,33000,RENT,6.0,HOMEIMPROVEMENT,C,6000,12.68,0.18,N,2,1
3300,26,75000,RENT,10.0,EDUCATION,A,10000,7.9,0.13,N,4,0
3301,34,45000,MORTGAGE,5.0,VENTURE,B,3600,11.49,0.08,N,6,0
3302,25,38400,RENT,2.0,MEDICAL,B,10000,10.99,0.26,N,3,0
3303,24,65450,RENT,8.0,MEDICAL,A,9600,8.49,0.15,N,2,0
3304,23,42000,MORTGAGE,8.0,VENTURE,C,5000,12.87,0.12,N,3,0
3305,26,33000,RENT,2.0,EDUCATION,B,5000,11.86,0.15,N,3,0
3306,24,33000,RENT,5.0,VENTURE,B,5000,10.37,0.15,N,4,0
3307,23,65000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,10000,6.62,0.15,N,4,0
3308,25,90000,MORTGAGE,3.0,PERSONAL,A,6000,8.94,0.07,N,2,0
3309,34,125000,RENT,0.0,HOMEIMPROVEMENT,C,7500,13.8,0.06,N,10,0
3310,33,90000,MORTGAGE,11.0,DEBTCONSOLIDATION,B,3000,10.0,0.03,N,5,0
3311,23,85000,MORTGAGE,4.0,EDUCATION,B,15000,10.0,0.18,N,3,0
3312,36,60000,MORTGAGE,7.0,EDUCATION,C,25000,13.85,0.37,N,11,0
3313,25,26000,RENT,2.0,EDUCATION,B,10000,9.64,0.38,N,4,1
3314,28,102000,MORTGAGE,3.0,MEDICAL,A,6000,6.92,0.06,N,9,0
3315,22,66000,RENT,2.0,EDUCATION,B,16000,10.62,0.25,N,2,1
3316,24,45000,MORTGAGE,8.0,DEBTCONSOLIDATION,B,12000,11.14,0.27,N,2,0
3317,26,45000,RENT,4.0,MEDICAL,B,10400,9.91,0.23,N,2,0
3318,27,53500,RENT,2.0,HOMEIMPROVEMENT,C,4000,13.61,0.07,Y,10,0
3319,27,49000,RENT,11.0,EDUCATION,A,4800,7.51,0.1,N,5,0
3320,22,40000,RENT,2.0,EDUCATION,B,5000,10.37,0.13,N,4,0
3321,23,60000,RENT,3.0,MEDICAL,B,5000,9.25,0.08,N,3,0
3322,23,49268,MORTGAGE,7.0,MEDICAL,A,12000,6.91,0.24,N,3,0
3323,28,48000,MORTGAGE,9.0,PERSONAL,A,15000,6.99,0.31,N,8,0
3324,22,50000,MORTGAGE,3.0,EDUCATION,A,2500,7.14,0.05,N,3,0
3325,23,73500,RENT,7.0,MEDICAL,C,9000,12.98,0.11,Y,3,1
3326,22,91000,MORTGAGE,6.0,MEDICAL,B,18000,12.69,0.19,N,2,0
3327,23,125000,MORTGAGE,7.0,EDUCATION,B,20000,11.11,0.16,N,4,0
3328,22,38000,RENT,4.0,MEDICAL,A,8600,5.79,0.22,N,2,0
3329,26,90000,RENT,0.0,DEBTCONSOLIDATION,A,10000,7.49,0.11,N,4,0
3330,23,97000,RENT,0.0,DEBTCONSOLIDATION,A,1350,8.94,0.01,N,2,0
3331,21,34000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,6000,12.69,0.18,N,2,1
3332,25,49000,RENT,9.0,PERSONAL,E,21000,14.5,0.4,N,2,1
3333,34,67392,MORTGAGE,0.0,PERSONAL,C,10000,13.85,0.15,Y,6,1
3334,26,126000,MORTGAGE,2.0,VENTURE,B,6000,12.69,0.05,N,3,0
3335,24,90000,MORTGAGE,0.0,MEDICAL,C,9000,13.85,0.1,N,4,0
3336,39,70000,MORTGAGE,4.0,EDUCATION,D,4000,16.49,0.06,N,12,0
3337,30,110000,MORTGAGE,0.0,EDUCATION,B,20000,11.14,0.18,N,6,0
3338,36,95000,MORTGAGE,0.0,PERSONAL,C,12000,15.23,0.13,Y,15,0
3339,30,90000,MORTGAGE,8.0,VENTURE,A,12000,7.51,0.13,N,6,0
3340,27,56000,MORTGAGE,4.0,DEBTCONSOLIDATION,D,21000,15.65,0.39,N,9,1
3341,23,80000,MORTGAGE,6.0,MEDICAL,A,12000,5.42,0.15,N,4,0
3342,31,62500,RENT,4.0,PERSONAL,C,16000,13.22,0.26,N,5,0
3343,22,55000,RENT,4.0,MEDICAL,B,15000,10.37,0.27,N,4,0
3344,21,46800,OWN,5.0,PERSONAL,B,3600,10.36,0.08,N,4,0
3345,23,60000,RENT,3.0,DEBTCONSOLIDATION,A,15000,9.32,0.25,N,4,0
3346,23,70000,MORTGAGE,7.0,EDUCATION,A,5000,7.74,0.07,N,2,0
3347,29,95000,MORTGAGE,2.0,HOMEIMPROVEMENT,B,4000,10.99,0.04,N,9,0
3348,25,95000,RENT,3.0,HOMEIMPROVEMENT,B,8000,11.71,0.08,N,4,0
3349,32,44000,RENT,1.0,EDUCATION,E,10000,16.35,0.23,N,6,1
3350,39,138000,RENT,0.0,MEDICAL,B,6000,11.14,0.04,N,15,0
3351,24,50000,MORTGAGE,1.0,EDUCATION,C,9000,14.35,0.18,N,2,0
3352,22,25000,MORTGAGE,5.0,HOMEIMPROVEMENT,E,5000,16.35,0.02,Y,2,1
3353,25,72000,RENT,0.0,VENTURE,C,14000,14.17,0.19,Y,3,0
3354,29,75000,MORTGAGE,1.0,EDUCATION,A,22000,7.9,0.29,N,10,0
3355,30,75000,RENT,2.0,MEDICAL,B,8000,10.38,0.11,N,7,0
3356,23,60000,MORTGAGE,7.0,PERSONAL,A,8000,7.29,0.13,N,2,0
3357,27,120000,MORTGAGE,1.0,PERSONAL,B,9600,12.18,0.08,N,9,0
3358,22,45000,RENT,6.0,EDUCATION,B,10000,11.14,0.22,N,4,1
3359,26,30000,RENT,1.0,PERSONAL,A,5000,6.62,0.17,N,4,0
3360,27,130000,MORTGAGE,11.0,VENTURE,D,16500,12.61,0.13,N,7,0
3361,24,85000,MORTGAGE,8.0,EDUCATION,B,4800,11.99,0.05,N,3,0
3362,30,50000,MORTGAGE,14.0,VENTURE,B,11000,10.99,0.22,N,9,0
3363,22,65000,MORTGAGE,3.0,EDUCATION,B,6000,12.69,0.09,N,2,0
3364,22,30288,RENT,2.0,EDUCATION,C,7500,12.73,0.25,N,4,0
3365,27,55000,RENT,2.0,VENTURE,C,15000,13.48,0.27,N,5,0
3366,28,24000,RENT,0.0,EDUCATION,C,10000,13.49,0.42,Y,6,0
3367,37,90000,RENT,0.0,EDUCATION,B,12000,11.71,0.13,N,13,0
3368,22,75000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,7000,6.76,0.09,N,4,0
3369,25,34000,MORTGAGE,3.0,HOMEIMPROVEMENT,C,6000,13.8,0.18,Y,2,0
3370,22,35000,RENT,5.0,EDUCATION,B,13000,10.0,0.38,N,2,1
3371,25,34000,RENT,0.0,VENTURE,D,6400,15.33,0.19,N,4,1
3372,34,91000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,15000,7.88,0.16,N,9,0
3373,26,75000,MORTGAGE,2.0,EDUCATION,A,10000,7.74,0.13,N,4,0
3374,29,120000,MORTGAGE,11.0,MEDICAL,A,8000,5.99,0.07,N,7,0
3375,27,120000,MORTGAGE,11.0,EDUCATION,B,20000,10.0,0.17,N,5,0
3376,24,118400,MORTGAGE,8.0,EDUCATION,C,12000,13.49,0.1,Y,4,0
3377,26,32000,RENT,4.0,MEDICAL,B,10000,9.91,0.31,N,2,1
3378,22,24000,MORTGAGE,6.0,PERSONAL,A,3600,7.14,0.15,N,2,0
3379,34,90000,MORTGAGE,7.0,VENTURE,A,10000,7.51,0.11,N,10,0
3380,22,47000,RENT,6.0,EDUCATION,B,6000,12.42,0.13,N,2,0
3381,39,68400,RENT,1.0,DEBTCONSOLIDATION,C,8000,13.85,0.12,N,12,0
3382,22,42000,RENT,6.0,VENTURE,D,12000,16.49,0.29,Y,2,0
3383,28,72000,MORTGAGE,3.0,HOMEIMPROVEMENT,B,2400,11.14,0.03,N,5,0
3384,29,120000,RENT,2.0,DEBTCONSOLIDATION,B,5000,11.89,0.04,N,7,0
3385,22,30000,RENT,2.0,DEBTCONSOLIDATION,D,1200,15.21,0.04,Y,4,1
3386,31,65000,RENT,1.0,VENTURE,D,8600,14.96,0.13,Y,5,1
3387,38,36000,OWN,8.0,PERSONAL,C,12000,15.27,0.33,Y,14,0
3388,35,85000,RENT,0.0,HOMEIMPROVEMENT,A,5000,7.49,0.06,N,9,0
3389,25,60000,RENT,5.0,VENTURE,D,15000,14.42,0.25,Y,2,0
3390,22,60000,MORTGAGE,6.0,EDUCATION,B,6000,12.69,0.1,N,2,0
3391,25,47000,MORTGAGE,2.0,VENTURE,A,13000,9.63,0.28,N,2,0
3392,26,101000,RENT,10.0,HOMEIMPROVEMENT,B,24250,12.53,0.24,N,2,0
3393,23,95000,MORTGAGE,4.0,EDUCATION,A,19000,7.14,0.2,N,3,0
3394,24,65000,RENT,0.0,DEBTCONSOLIDATION,B,7000,10.71,0.11,N,3,0
3395,22,20000,OWN,3.0,EDUCATION,B,5000,11.83,0.25,N,4,0
3396,38,70800,MORTGAGE,6.0,EDUCATION,D,10000,15.21,0.14,Y,13,0
3397,23,120000,RENT,2.0,MEDICAL,C,10000,13.22,0.08,N,3,0
3398,30,65000,MORTGAGE,3.0,HOMEIMPROVEMENT,B,12000,10.99,0.18,N,8,0
3399,23,26000,RENT,5.0,MEDICAL,D,12000,15.37,0.44,Y,2,1
3400,23,57500,RENT,1.0,PERSONAL,A,9000,6.91,0.16,N,3,0
3401,25,48000,MORTGAGE,7.0,MEDICAL,B,5000,9.25,0.1,N,2,0
3402,25,50000,MORTGAGE,3.0,HOMEIMPROVEMENT,B,12000,11.71,0.24,N,2,0
3403,22,33000,MORTGAGE,6.0,VENTURE,B,8000,9.88,0.24,N,2,0
3404,27,70000,MORTGAGE,5.0,MEDICAL,A,10000,7.29,0.14,N,9,0
3405,25,43200,RENT,5.0,EDUCATION,A,10000,7.14,0.23,N,4,0
3406,30,100000,RENT,0.0,HOMEIMPROVEMENT,B,16000,10.74,0.16,N,6,0
3407,25,45000,RENT,2.0,PERSONAL,A,15000,7.88,0.33,N,4,1
3408,22,47211,MORTGAGE,7.0,EDUCATION,B,10000,11.83,0.21,N,2,0
3409,24,75000,MORTGAGE,0.0,HOMEIMPROVEMENT,B,12000,9.91,0.16,N,4,0
3410,35,40000,RENT,0.0,EDUCATION,C,5000,14.26,0.13,N,5,0
3411,29,35000,RENT,3.0,VENTURE,C,7500,12.99,0.21,N,5,0
3412,24,70000,RENT,2.0,DEBTCONSOLIDATION,C,9000,14.72,0.13,Y,2,0
3413,34,38500,RENT,0.0,EDUCATION,B,5000,10.59,0.13,N,9,0
3414,23,50000,RENT,4.0,EDUCATION,B,6000,10.37,0.12,N,2,0
3415,23,48000,RENT,0.0,MEDICAL,A,2800,8.49,0.06,N,3,0
3416,32,60000,MORTGAGE,1.0,HOMEIMPROVEMENT,D,20000,16.32,0.33,Y,10,0
3417,32,62000,MORTGAGE,3.0,PERSONAL,B,14500,11.49,0.23,N,7,0
3418,27,120000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,5000,7.68,0.04,N,5,0
3419,26,75000,MORTGAGE,4.0,MEDICAL,A,4000,6.03,0.05,N,4,0
3420,22,65000,RENT,2.0,MEDICAL,B,7000,10.59,0.11,N,4,0
3421,23,80000,MORTGAGE,7.0,MEDICAL,C,15000,13.49,0.19,N,3,0
3422,28,79050,MORTGAGE,13.0,MEDICAL,D,12600,15.99,0.13,Y,10,1
3423,22,26400,RENT,0.0,VENTURE,C,4800,12.23,0.18,Y,4,0
3424,36,66000,MORTGAGE,4.0,DEBTCONSOLIDATION,B,7000,10.59,0.11,N,15,0
3425,23,75000,MORTGAGE,7.0,EDUCATION,A,8000,7.51,0.11,N,4,0
3426,21,70000,OWN,3.0,EDUCATION,C,8000,14.72,0.11,N,4,0
3427,32,48000,OWN,0.0,VENTURE,A,5000,7.74,0.1,N,7,0
3428,23,69528,RENT,7.0,EDUCATION,A,6000,8.94,0.09,N,2,0
3429,29,39000,MORTGAGE,13.0,MEDICAL,B,5000,10.99,0.13,N,9,0
3430,24,95610,MORTGAGE,8.0,VENTURE,B,10000,9.99,0.1,N,4,0
3431,22,87000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,15000,11.26,0.17,N,4,0
3432,31,75000,MORTGAGE,3.0,PERSONAL,D,35000,15.62,0.45,Y,5,0
3433,24,80000,MORTGAGE,4.0,EDUCATION,B,3000,10.51,0.04,N,4,0
3434,28,50000,MORTGAGE,5.0,MEDICAL,C,21000,12.84,0.4,N,6,0
3435,27,42000,RENT,5.0,VENTURE,B,8000,10.99,0.19,N,5,0
